Date,Portfolio Value,Cash,Positions
2022-03-15 00:00:00+05:30,95059.82228868867,49336.163109001165,2
2022-03-16 00:00:00+05:30,96173.07416551972,49336.163109001165,2
2022-03-17 00:00:00+05:30,95682.42669985199,2998.941622947692,4
2022-03-21 00:00:00+05:30,96416.16905519867,2998.941622947692,4
2022-03-22 00:00:00+05:30,97084.45840761566,2998.941622947692,4
2022-03-23 00:00:00+05:30,96682.89003298187,2998.941622947692,4
2022-03-24 00:00:00+05:30,98027.08371279144,2998.941622947692,4
2022-03-25 00:00:00+05:30,97242.61584780121,2998.941622947692,4
2022-03-28 00:00:00+05:30,98328.62335512543,2998.941622947692,4
2022-03-29 00:00:00+05:30,98031.02647707367,2998.941622947692,4
2022-03-30 00:00:00+05:30,97087.26358339691,2998.941622947692,4
2022-03-31 00:00:00+05:30,97040.87118837738,2998.941622947692,4
2022-04-01 00:00:00+05:30,97499.36594313812,1605.0094978256275,4
2022-04-04 00:00:00+05:30,97747.69562453461,1605.0094978256275,4
2022-04-05 00:00:00+05:30,98791.8343116684,1605.0094978256275,4
2022-04-06 00:00:00+05:30,98792.02559584808,1605.0094978256275,4
2022-04-07 00:00:00+05:30,97254.96988600922,1605.0094978256275,4
2022-04-08 00:00:00+05:30,100184.59105605316,1605.0094978256275,4
2022-04-11 00:00:00+05:30,100044.26424330904,1605.0094978256275,4
2022-04-12 00:00:00+05:30,99318.15524977875,22348.263790061956,3
2022-04-13 00:00:00+05:30,100134.56626503755,22348.263790061956,3
2022-04-18 00:00:00+05:30,100649.50436013032,22348.263790061956,3
2022-04-19 00:00:00+05:30,98722.52243566132,23735.93008946992,3
2022-04-20 00:00:00+05:30,98641.48624181366,23735.93008946992,3
2022-04-21 00:00:00+05:30,100055.94199132538,23735.93008946992,3
2022-04-22 00:00:00+05:30,99201.88968419647,23735.93008946992,3
2022-04-25 00:00:00+05:30,98411.84799718476,23735.93008946992,3
2022-04-26 00:00:00+05:30,100060.041844841,52398.03226525117,2
2022-04-27 00:00:00+05:30,99803.8080220871,52398.03226525117,2
2022-04-28 00:00:00+05:30,100704.17533165742,52398.03226525117,2
2022-04-29 00:00:00+05:30,100101.44748741914,52398.03226525117,2
2022-05-02 00:00:00+05:30,100457.77512413789,52398.03226525117,2
2022-05-04 00:00:00+05:30,97760.96707213594,3568.399750358596,4
2022-05-05 00:00:00+05:30,97776.99728453829,3568.399750358596,4
2022-05-06 00:00:00+05:30,97653.55410826876,3568.399750358596,4
2022-05-09 00:00:00+05:30,96660.19992125704,26014.57142986299,3
2022-05-10 00:00:00+05:30,95023.0363956833,47049.75786296846,2
2022-05-11 00:00:00+05:30,94519.96117107393,47049.75786296846,2
2022-05-12 00:00:00+05:30,93314.66881267549,69919.1559168625,1
2022-05-13 00:00:00+05:30,93946.83023326875,69919.1559168625,1
2022-05-16 00:00:00+05:30,94320.95425670625,69919.1559168625,1
2022-05-17 00:00:00+05:30,94522.19912975312,69919.1559168625,1
2022-05-18 00:00:00+05:30,93444.76299918367,915.5555254287901,4
2022-05-19 00:00:00+05:30,91502.75782645418,915.5555254287901,4
2022-05-20 00:00:00+05:30,93192.54502738192,915.5555254287901,4
2022-05-23 00:00:00+05:30,94372.29925406649,915.5555254287901,4
2022-05-24 00:00:00+05:30,94891.37142813875,915.5555254287901,4
2022-05-25 00:00:00+05:30,94192.80337393953,915.5555254287901,4
2022-05-26 00:00:00+05:30,94812.08813346102,915.5555254287901,4
2022-05-27 00:00:00+05:30,95783.62209952547,915.5555254287901,4
2022-05-30 00:00:00+05:30,96990.25009024813,915.5555254287901,4
2022-05-31 00:00:00+05:30,97940.62353385164,915.5555254287901,4
2022-06-01 00:00:00+05:30,97508.39797097017,21875.676779563924,3
2022-06-02 00:00:00+05:30,97186.78078347017,21875.676779563924,3
2022-06-03 00:00:00+05:30,96116.44313698579,21875.676779563924,3
2022-06-06 00:00:00+05:30,95785.22170143892,21875.676779563924,3
2022-06-07 00:00:00+05:30,95203.37746315767,44157.05986037447,2
2022-06-08 00:00:00+05:30,95258.0454560776,44157.05986037447,2
2022-06-09 00:00:00+05:30,95837.9360810776,44157.05986037447,2
2022-06-10 00:00:00+05:30,95578.42704787447,44157.05986037447,2
2022-06-13 00:00:00+05:30,94604.58183303072,44157.05986037447,2
2022-06-14 00:00:00+05:30,95197.9380342026,44157.05986037447,2
2022-06-15 00:00:00+05:30,95296.87301222995,20461.50423781588,3
2022-06-16 00:00:00+05:30,94058.19344680026,20461.50423781588,3
2022-06-17 00:00:00+05:30,92604.17159621432,20461.50423781588,3
2022-06-20 00:00:00+05:30,92099.76400344088,20461.50423781588,3
2022-06-21 00:00:00+05:30,93574.5551411362,20461.50423781588,3
2022-06-22 00:00:00+05:30,92609.44723097995,20461.50423781588,3
2022-06-23 00:00:00+05:30,94051.62667433932,20461.50423781588,3
2022-06-24 00:00:00+05:30,95428.15462844088,49391.36426662447,2
2022-06-27 00:00:00+05:30,95583.85755275728,49391.36426662447,2
2022-06-28 00:00:00+05:30,95742.84095119478,49391.36426662447,2
2022-06-29 00:00:00+05:30,95820.55934438325,8107.813250633251,5
2022-06-30 00:00:00+05:30,94302.38038930512,8107.813250633251,5
2022-07-01 00:00:00+05:30,95133.48012075044,8107.813250633251,5
2022-07-04 00:00:00+05:30,94927.22401723481,8107.813250633251,5
2022-07-05 00:00:00+05:30,94561.44569692231,8107.813250633251,5
2022-07-06 00:00:00+05:30,96338.44777211762,8107.813250633251,5
2022-07-07 00:00:00+05:30,97656.33095082856,8107.813250633251,5
2022-07-08 00:00:00+05:30,97205.36317739106,8107.813250633251,5
2022-07-11 00:00:00+05:30,99458.00587758637,8107.813250633251,5
2022-07-12 00:00:00+05:30,98296.24318227387,8107.813250633251,5
2022-07-13 00:00:00+05:30,98299.45427352143,10307.75243025972,4
2022-07-14 00:00:00+05:30,98780.54771834565,10307.75243025972,4
2022-07-15 00:00:00+05:30,100338.96098738862,10307.75243025972,4
2022-07-18 00:00:00+05:30,100286.26366072847,10307.75243025972,4
2022-07-19 00:00:00+05:30,101151.06224471284,10307.75243025972,4
2022-07-20 00:00:00+05:30,101470.69682723237,10307.75243025972,4
2022-07-21 00:00:00+05:30,101905.33513289643,10307.75243025972,4
2022-07-22 00:00:00+05:30,102860.72111922456,10307.75243025972,4
2022-07-25 00:00:00+05:30,102059.53660994722,10307.75243025972,4
2022-07-26 00:00:00+05:30,100734.3362925644,10307.75243025972,4
2022-07-27 00:00:00+05:30,101314.70578804782,6179.542396934539,5
2022-07-28 00:00:00+05:30,104156.61771431734,6179.542396934539,5
2022-07-29 00:00:00+05:30,105774.78061714939,6179.542396934539,5
2022-08-01 00:00:00+05:30,106903.22275582126,6179.542396934539,5
2022-08-02 00:00:00+05:30,108008.29422798923,6179.542396934539,5
2022-08-03 00:00:00+05:30,108155.29422798923,6179.542396934539,5
2022-08-04 00:00:00+05:30,108001.97885933689,6179.542396934539,5
2022-08-05 00:00:00+05:30,108018.23142281345,6179.542396934539,5
2022-08-08 00:00:00+05:30,109446.12534371189,29413.97513619235,4
2022-08-10 00:00:00+05:30,109584.23258248142,29413.97513619235,4
2022-08-11 00:00:00+05:30,110581.64112483982,7070.008800621075,4
2022-08-12 00:00:00+05:30,110792.50294124607,7070.008800621075,4
2022-08-16 00:00:00+05:30,110581.16028987888,7070.008800621075,4
2022-08-17 00:00:00+05:30,113769.36402523045,7070.008800621075,4
2022-08-18 00:00:00+05:30,113847.8957635117,29750.528112266584,3
2022-08-19 00:00:00+05:30,111574.96890816503,29750.528112266584,3
2022-08-22 00:00:00+05:30,109566.12698921972,29750.528112266584,3
2022-08-23 00:00:00+05:30,111284.93790230565,29750.528112266584,3
2022-08-24 00:00:00+05:30,111279.98502144628,29750.528112266584,3
2022-08-25 00:00:00+05:30,110889.99136910253,29750.528112266584,3
2022-08-26 00:00:00+05:30,111016.3856081162,1620.4296754990064,4
2022-08-29 00:00:00+05:30,109596.24657003026,1620.4296754990064,4
2022-08-30 00:00:00+05:30,112618.75047628026,1620.4296754990064,4
2022-09-01 00:00:00+05:30,113060.55919210057,1620.4296754990064,4
2022-09-02 00:00:00+05:30,113669.65745870213,1620.4296754990064,4
2022-09-05 00:00:00+05:30,114402.93577901463,1620.4296754990064,4
2022-09-06 00:00:00+05:30,114693.69298116307,1620.4296754990064,4
2022-09-07 00:00:00+05:30,115094.79075948338,1620.4296754990064,4
2022-09-08 00:00:00+05:30,115105.07042256932,1620.4296754990064,4
2022-09-09 00:00:00+05:30,115408.3271364365,1620.4296754990064,4
2022-09-12 00:00:00+05:30,115888.45704756932,28330.35902510838,3
2022-09-13 00:00:00+05:30,117788.42128096776,60255.389342491195,2
2022-09-14 00:00:00+05:30,118259.05779952244,90865.26493965916,1
2022-09-15 00:00:00+05:30,118849.95634590916,90865.26493965916,1
2022-09-16 00:00:00+05:30,118284.04423653416,90865.26493965916,1
2022-09-19 00:00:00+05:30,118602.73173653416,90865.26493965916,1
2022-09-20 00:00:00+05:30,119539.87040840916,90865.26493965916,1
2022-09-21 00:00:00+05:30,119311.95829903416,90865.26493965916,1
2022-09-22 00:00:00+05:30,119827.26884590916,90865.26493965916,1
2022-09-23 00:00:00+05:30,119361.40361153416,90865.26493965916,1
2022-09-26 00:00:00+05:30,115648.39397628026,3257.8035526962703,5
2022-09-27 00:00:00+05:30,114959.44954879003,24840.57417769627,4
2022-09-28 00:00:00+05:30,113519.79167647556,24840.57417769627,4
2022-09-29 00:00:00+05:30,113224.79259200291,24840.57417769627,4
2022-09-30 00:00:00+05:30,114590.33491988377,24840.57417769627,4
2022-10-03 00:00:00+05:30,111412.78664107517,43738.69327437595,3
2022-10-04 00:00:00+05:30,113298.92957198338,43738.69327437595,3
2022-10-06 00:00:00+05:30,113267.66733443455,43738.69327437595,3
2022-10-07 00:00:00+05:30,114565.773566124,43738.69327437595,3
2022-10-10 00:00:00+05:30,113630.3454045029,43738.69327437595,3
2022-10-11 00:00:00+05:30,111879.78417607883,8421.379635063211,4
2022-10-12 00:00:00+05:30,112866.39452764133,8421.379635063211,4
2022-10-13 00:00:00+05:30,113170.04772588352,8421.379635063211,4
2022-10-14 00:00:00+05:30,113559.6159631882,8421.379635063211,4
2022-10-17 00:00:00+05:30,113877.18481084445,8421.379635063211,4
2022-10-18 00:00:00+05:30,114666.8718225632,8421.379635063211,4
2022-10-19 00:00:00+05:30,114443.18114873508,8421.379635063211,4
2022-10-20 00:00:00+05:30,113920.50841924289,8421.379635063211,4
2022-10-21 00:00:00+05:30,113462.10412236789,8421.379635063211,4
2022-10-24 00:00:00+05:30,114111.57506963352,8421.379635063211,4
2022-10-25 00:00:00+05:30,113059.2777429734,807.7022424851093,5
2022-10-27 00:00:00+05:30,114097.94021855932,807.7022424851093,5
2022-10-28 00:00:00+05:30,114056.99783574682,807.7022424851093,5
2022-10-31 00:00:00+05:30,115232.66354619605,807.7022424851093,5
2022-11-01 00:00:00+05:30,116296.9780603562,807.7022424851093,5
2022-11-02 00:00:00+05:30,115059.6372400437,807.7022424851093,5
2022-11-03 00:00:00+05:30,114225.67776738745,807.7022424851093,5
2022-11-04 00:00:00+05:30,113883.94449102027,807.7022424851093,5
2022-11-07 00:00:00+05:30,114199.2558313523,807.7022424851093,5
2022-11-09 00:00:00+05:30,113268.51138555151,807.7022424851093,5
2022-11-10 00:00:00+05:30,111465.2912424241,29286.620926872332,3
2022-11-11 00:00:00+05:30,111405.07844640358,29286.620926872332,3
2022-11-14 00:00:00+05:30,111265.68269445046,29286.620926872332,3
2022-11-15 00:00:00+05:30,112322.13606359108,29286.620926872332,3
2022-11-16 00:00:00+05:30,111358.10481359108,29286.620926872332,3
2022-11-17 00:00:00+05:30,111598.63826085671,29286.620926872332,3
2022-11-18 00:00:00+05:30,111550.09309484108,29286.620926872332,3
2022-11-21 00:00:00+05:30,110981.36335851296,29286.620926872332,3
2022-11-22 00:00:00+05:30,111598.41902257546,29286.620926872332,3
2022-11-23 00:00:00+05:30,110998.22078038796,29286.620926872332,3
2022-11-24 00:00:00+05:30,111722.4746478196,4382.931709587181,4
2022-11-25 00:00:00+05:30,111695.77970153054,4382.931709587181,4
2022-11-28 00:00:00+05:30,110748.96982604226,4382.931709587181,4
2022-11-29 00:00:00+05:30,112065.80564147195,4382.931709587181,4
2022-11-30 00:00:00+05:30,114141.39054137429,4382.931709587181,4
2022-12-01 00:00:00+05:30,115266.67133361062,4382.931709587181,4
2022-12-02 00:00:00+05:30,115228.8076556321,4382.931709587181,4
2022-12-05 00:00:00+05:30,116916.1579669114,4382.931709587181,4
2022-12-06 00:00:00+05:30,116653.18973571023,4382.931709587181,4
2022-12-07 00:00:00+05:30,115555.13791686257,4382.931709587181,4
2022-12-08 00:00:00+05:30,115690.23913890848,28152.573230095004,3
2022-12-09 00:00:00+05:30,115327.34851390848,28152.573230095004,3
2022-12-12 00:00:00+05:30,115831.13627941141,28152.573230095004,3
2022-12-13 00:00:00+05:30,115442.8922913743,28152.573230095004,3
2022-12-14 00:00:00+05:30,116208.21782238016,28152.573230095004,3
2022-12-15 00:00:00+05:30,115652.91722423563,28152.573230095004,3
2022-12-16 00:00:00+05:30,114701.77818614969,28152.573230095004,3
2022-12-19 00:00:00+05:30,115752.81167919168,28152.573230095004,3
2022-12-20 00:00:00+05:30,115268.47085887918,28152.573230095004,3
2022-12-21 00:00:00+05:30,114530.29777843485,28152.573230095004,3
2022-12-22 00:00:00+05:30,112809.83050505839,1626.0920864792897,4
2022-12-23 00:00:00+05:30,111413.59490935526,1626.0920864792897,4
2022-12-26 00:00:00+05:30,112054.586898491,1626.0920864792897,4
2022-12-27 00:00:00+05:30,112878.63731353007,1626.0920864792897,4
2022-12-28 00:00:00+05:30,112137.86196868143,1626.0920864792897,4
2022-12-29 00:00:00+05:30,112410.08213774882,1626.0920864792897,4
2022-12-30 00:00:00+05:30,113333.77014128886,1626.0920864792897,4
2023-01-02 00:00:00+05:30,114100.27792327128,1626.0920864792897,4
2023-01-03 00:00:00+05:30,115323.41569487772,1626.0920864792897,4
2023-01-04 00:00:00+05:30,115315.00862090311,1626.0920864792897,4
2023-01-05 00:00:00+05:30,115198.24380617533,2083.5170910874476,4
2023-01-06 00:00:00+05:30,113677.0464489976,2083.5170910874476,4
2023-01-09 00:00:00+05:30,115769.40866213237,2083.5170910874476,4
2023-01-10 00:00:00+05:30,116436.6025403062,2083.5170910874476,4
2023-01-11 00:00:00+05:30,115319.24047975932,2083.5170910874476,4
2023-01-12 00:00:00+05:30,113778.19046144877,2083.5170910874476,4
2023-01-13 00:00:00+05:30,115277.68618898783,2083.5170910874476,4
2023-01-16 00:00:00+05:30,114493.66375856791,2083.5170910874476,4
2023-01-17 00:00:00+05:30,114383.17059450541,2083.5170910874476,4
2023-01-18 00:00:00+05:30,115492.48495607768,2083.5170910874476,4
2023-01-19 00:00:00+05:30,115781.31154497538,27467.086538871874,3
2023-01-20 00:00:00+05:30,115000.22803362284,27467.086538871874,3
2023-01-23 00:00:00+05:30,115198.84507616435,27467.086538871874,3
2023-01-24 00:00:00+05:30,114152.58265551005,27467.086538871874,3
2023-01-25 00:00:00+05:30,114326.69048937237,27467.086538871874,3
2023-01-27 00:00:00+05:30,113138.68458422099,27467.086538871874,3
2023-01-30 00:00:00+05:30,112551.35041674053,27467.086538871874,3
2023-01-31 00:00:00+05:30,112562.85847338114,27467.086538871874,3
2023-02-01 00:00:00+05:30,112431.31389482891,27467.086538871874,3
2023-02-02 00:00:00+05:30,111331.11462267314,53911.71949974834,2
2023-02-03 00:00:00+05:30,112046.14176011669,2311.327306991687,5
2023-02-06 00:00:00+05:30,111824.87802720653,2311.327306991687,5
2023-02-07 00:00:00+05:30,110344.65714097607,2311.327306991687,5
2023-02-08 00:00:00+05:30,111068.14560533153,2311.327306991687,5
2023-02-09 00:00:00+05:30,111043.8772337495,2311.327306991687,5
2023-02-10 00:00:00+05:30,110562.76889634716,2311.327306991687,5
2023-02-13 00:00:00+05:30,110080.94888902294,2311.327306991687,5
2023-02-14 00:00:00+05:30,111220.43210435497,2311.327306991687,5
2023-02-15 00:00:00+05:30,111841.16721177685,2311.327306991687,5
2023-02-16 00:00:00+05:30,111392.14560533153,2311.327306991687,5
2023-02-17 00:00:00+05:30,111135.08565318311,14201.93349253857,4
2023-02-20 00:00:00+05:30,111747.88802134717,14201.93349253857,4
2023-02-21 00:00:00+05:30,110649.61012828075,14201.93349253857,4
2023-02-22 00:00:00+05:30,110210.74989878858,14201.93349253857,4
2023-02-23 00:00:00+05:30,110633.2091273042,14201.93349253857,4
2023-02-24 00:00:00+05:30,110101.04854380811,14201.93349253857,4
2023-02-27 00:00:00+05:30,107945.59328257763,14201.93349253857,4
2023-02-28 00:00:00+05:30,107568.6704920503,14201.93349253857,4
2023-03-01 00:00:00+05:30,109049.0764368745,14201.93349253857,4
2023-03-02 00:00:00+05:30,108072.40407359325,14201.93349253857,4
2023-03-03 00:00:00+05:30,110118.71420838941,432.0286004792579,4
2023-03-06 00:00:00+05:30,111345.44876649488,432.0286004792579,4
2023-03-08 00:00:00+05:30,111382.88141419996,432.0286004792579,4
2023-03-09 00:00:00+05:30,109538.57901551832,432.0286004792579,4
2023-03-10 00:00:00+05:30,109384.42081239332,432.0286004792579,4
2023-03-13 00:00:00+05:30,110223.14285829176,432.0286004792579,4
2023-03-14 00:00:00+05:30,107733.86746766676,432.0286004792579,4
2023-03-15 00:00:00+05:30,108600.57269837965,432.0286004792579,4
2023-03-16 00:00:00+05:30,108614.24265077223,432.0286004792579,4
2023-03-17 00:00:00+05:30,109114.55670716871,432.0286004792579,4
2023-03-20 00:00:00+05:30,108770.21802935805,25194.8984797975,3
2023-03-21 00:00:00+05:30,108086.71366534437,25194.8984797975,3
2023-03-22 00:00:00+05:30,107345.53271136488,25194.8984797975,3
2023-03-23 00:00:00+05:30,106752.98981890883,25194.8984797975,3
2023-03-24 00:00:00+05:30,105820.26386676039,25194.8984797975,3
2023-03-27 00:00:00+05:30,105120.51861224379,25194.8984797975,3
2023-03-28 00:00:00+05:30,103423.95669207777,25194.8984797975,3
2023-03-29 00:00:00+05:30,105338.4157832643,25194.8984797975,3
2023-03-31 00:00:00+05:30,105860.90513262953,25194.8984797975,3
2023-04-03 00:00:00+05:30,104443.3903773805,25194.8984797975,3
2023-04-05 00:00:00+05:30,104685.1759736177,3908.1038300630134,5
2023-04-06 00:00:00+05:30,105164.94782420364,3908.1038300630134,5
2023-04-10 00:00:00+05:30,106164.9015595552,3908.1038300630134,5
2023-04-11 00:00:00+05:30,106918.86237498489,3908.1038300630134,5
2023-04-12 00:00:00+05:30,108278.8361298677,3908.1038300630134,5
2023-04-13 00:00:00+05:30,108458.94037791458,3908.1038300630134,5
2023-04-17 00:00:00+05:30,109374.67585154739,3908.1038300630134,5
2023-04-18 00:00:00+05:30,109308.85236521927,3908.1038300630134,5
2023-04-19 00:00:00+05:30,109484.29914256302,3908.1038300630134,5
2023-04-20 00:00:00+05:30,109285.21222850052,3908.1038300630134,5
2023-04-21 00:00:00+05:30,108122.98855302445,9157.81319902054,4
2023-04-24 00:00:00+05:30,109922.90206620804,9157.81319902054,4
2023-04-25 00:00:00+05:30,109224.57021806351,9157.81319902054,4
2023-04-26 00:00:00+05:30,109330.57461259476,9157.81319902054,4
2023-04-27 00:00:00+05:30,109474.00387284867,9157.81319902054,4
2023-04-28 00:00:00+05:30,110621.1457185518,9157.81319902054,4
2023-05-02 00:00:00+05:30,111310.83620927445,9157.81319902054,4
2023-05-03 00:00:00+05:30,111092.0295076143,9157.81319902054,4
2023-05-04 00:00:00+05:30,111482.66616532914,9157.81319902054,4
2023-05-05 00:00:00+05:30,111011.05917070023,9157.81319902054,4
2023-05-08 00:00:00+05:30,112337.24257817093,2469.885644577189,4
2023-05-09 00:00:00+05:30,112769.4252563936,2469.885644577189,4
2023-05-10 00:00:00+05:30,113632.76217045609,2469.885644577189,4
2023-05-11 00:00:00+05:30,112641.21242680374,2469.885644577189,4
2023-05-12 00:00:00+05:30,112498.48848881546,2469.885644577189,4
2023-05-15 00:00:00+05:30,113512.21553959671,2469.885644577189,4
2023-05-16 00:00:00+05:30,112724.76156010453,2469.885644577189,4
2023-05-17 00:00:00+05:30,112487.35524906937,2469.885644577189,4
2023-05-18 00:00:00+05:30,110609.10848393265,2469.885644577189,4
2023-05-19 00:00:00+05:30,111141.60372319046,2469.885644577189,4
2023-05-22 00:00:00+05:30,110864.59071019,26720.167370346244,3
2023-05-23 00:00:00+05:30,111459.34595921343,26720.167370346244,3
2023-05-24 00:00:00+05:30,111255.41468479937,26720.167370346244,3
2023-05-25 00:00:00+05:30,110993.10572483843,26720.167370346244,3
2023-05-26 00:00:00+05:30,111555.04279759234,26720.167370346244,3
2023-05-29 00:00:00+05:30,112201.60468724078,26720.167370346244,3
2023-05-30 00:00:00+05:30,112526.94678929156,26720.167370346244,3
2023-05-31 00:00:00+05:30,112747.96912815874,26720.167370346244,3
2023-06-01 00:00:00+05:30,113537.78632786578,26720.167370346244,3
2023-06-02 00:00:00+05:30,113772.86805394,26720.167370346244,3
2023-06-05 00:00:00+05:30,114483.11119737262,28203.86217393512,3
2023-06-06 00:00:00+05:30,115114.13121690387,59933.51531016559,2
2023-06-07 00:00:00+05:30,115260.31950938434,59933.51531016559,2
2023-06-08 00:00:00+05:30,114986.15471446246,59933.51531016559,2
2023-06-09 00:00:00+05:30,115819.64641368121,59933.51531016559,2
2023-06-12 00:00:00+05:30,116219.73381602496,59933.51531016559,2
2023-06-13 00:00:00+05:30,116058.01286875934,59933.51531016559,2
2023-06-14 00:00:00+05:30,115715.83659922809,59933.51531016559,2
2023-06-15 00:00:00+05:30,115459.90666758746,59933.51531016559,2
2023-06-16 00:00:00+05:30,116090.70671641559,59933.51531016559,2
2023-06-19 00:00:00+05:30,114446.96799400348,9913.903785019105,4
2023-06-20 00:00:00+05:30,114705.63132408161,9913.903785019105,4
2023-06-21 00:00:00+05:30,114012.44016197223,9913.903785019105,4
2023-06-22 00:00:00+05:30,113522.34152915973,9913.903785019105,4
2023-06-23 00:00:00+05:30,110907.78220298786,34423.709288925354,3
2023-06-26 00:00:00+05:30,111588.7429803316,34423.709288925354,3
2023-06-27 00:00:00+05:30,112230.93682798785,34423.709288925354,3
2023-06-28 00:00:00+05:30,112479.9324334566,34423.709288925354,3
2023-06-30 00:00:00+05:30,112354.3435662691,34423.709288925354,3
2023-07-03 00:00:00+05:30,112158.7166131441,34423.709288925354,3
2023-07-04 00:00:00+05:30,112400.8670132906,2449.885079696851,5
2023-07-05 00:00:00+05:30,113083.9607632906,2449.885079696851,5
2023-07-06 00:00:00+05:30,113620.46320469685,2449.885079696851,5
2023-07-07 00:00:00+05:30,113414.88874180622,2449.885079696851,5
2023-07-10 00:00:00+05:30,114175.48944981403,2449.885079696851,5
2023-07-11 00:00:00+05:30,114953.20014317341,2449.885079696851,5
2023-07-12 00:00:00+05:30,114819.25324375935,2449.885079696851,5
2023-07-13 00:00:00+05:30,114747.2625211031,2449.885079696851,5
2023-07-14 00:00:00+05:30,114599.40192539997,2449.885079696851,5
2023-07-17 00:00:00+05:30,114644.40107090778,2449.885079696851,5
2023-07-18 00:00:00+05:30,115243.97962034628,7718.044805893154,4
2023-07-19 00:00:00+05:30,115430.66773069784,7718.044805893154,4
2023-07-20 00:00:00+05:30,115196.98694456503,7718.044805893154,4
2023-07-21 00:00:00+05:30,111384.23230589315,7718.044805893154,4
2023-07-24 00:00:00+05:30,111309.5999816744,7718.044805893154,4
2023-07-25 00:00:00+05:30,111432.70703733846,7718.044805893154,4
2023-07-26 00:00:00+05:30,111261.66040647909,7718.044805893154,4
2023-07-27 00:00:00+05:30,108726.58008421346,33688.66683958456,3
2023-07-28 00:00:00+05:30,108703.64303587363,33688.66683958456,3
2023-07-31 00:00:00+05:30,108717.05673216269,33688.66683958456,3
2023-08-01 00:00:00+05:30,109348.99902494837,1896.3918472139849,5
2023-08-02 00:00:00+05:30,107686.74734648157,1896.3918472139849,5
2023-08-03 00:00:00+05:30,107722.09341581751,1896.3918472139849,5
2023-08-04 00:00:00+05:30,108077.03018339562,1896.3918472139849,5
2023-08-07 00:00:00+05:30,108475.08621366906,1896.3918472139849,5
2023-08-08 00:00:00+05:30,108994.37472685265,1896.3918472139849,5
2023-08-09 00:00:00+05:30,110491.20010527063,1896.3918472139849,5
2023-08-10 00:00:00+05:30,109970.78030546595,1896.3918472139849,5
2023-08-11 00:00:00+05:30,109017.5955215304,1896.3918472139849,5
2023-08-14 00:00:00+05:30,108646.4627090304,1896.3918472139849,5
2023-08-16 00:00:00+05:30,109603.3107139132,17255.107314255,4
2023-08-17 00:00:00+05:30,109093.6082908175,17255.107314255,4
2023-08-18 00:00:00+05:30,108824.79405131555,17255.107314255,4
2023-08-21 00:00:00+05:30,109482.58650126672,17255.107314255,4
2023-08-22 00:00:00+05:30,109766.02232279992,17255.107314255,4
2023-08-23 00:00:00+05:30,110422.55747904992,17255.107314255,4
2023-08-24 00:00:00+05:30,109694.41398539758,17255.107314255,4
2023-08-25 00:00:00+05:30,108231.72077861047,17255.107314255,4
2023-08-28 00:00:00+05:30,109204.6126243136,17255.107314255,4
2023-08-29 00:00:00+05:30,109497.78245463586,17255.107314255,4
2023-08-30 00:00:00+05:30,109657.73820002771,7341.859232742561,4
2023-08-31 00:00:00+05:30,109147.94895442225,7341.859232742561,4
2023-09-01 00:00:00+05:30,110040.065653641,7341.859232742561,4
2023-09-04 00:00:00+05:30,110365.708231766,7341.859232742561,4
2023-09-05 00:00:00+05:30,110357.19468196131,7341.859232742561,4
2023-09-06 00:00:00+05:30,110711.7209270785,7341.859232742561,4
