Trade #,Ticker,Name,Buy Date,Sell Date,Buy Price,Sell Price,Peak Price,Shares,Investment,Proceeds,Profit/Loss,Return %,Days Held,Exit Reason,Capital After Trade,RSI at Buy
11,ADANIENT.NS,Adani Enterprises,2024-11-29 00:00:00+05:30,2024-12-30 00:00:00+05:30,2398.7734836003583,2591.025390625,2591.025390625,49,117539.90069641755,126715.74399578795,9175.843299370405,7.806577379259323,31,Take Profit,126715.74399578795,30.587783907613357
12,ASIANPAINT.NS,Asian Paints,2025-01-01 00:00:00+05:30,2025-02-28 00:00:00+05:30,2259.15649895136,2191.3818039828193,2332.826904296875,56,126512.76394127615,122468.15087807357,-4044.6130632025743,-3.196999999999981,58,Stop Loss,122468.15087807357,34.4757824694517
13,BAJAJ-AUTO.NS,Bajaj Auto,2025-03-03 00:00:00+05:30,2025-03-04 00:00:00+05:30,7489.779716113691,7265.086324630281,7489.779716113691,16,119836.47545781906,116005.30333743259,-3831.1721203864727,-3.196999999999998,1,Stop Loss,116005.30333743259,13.438959100895516
14,BRITANNIA.NS,Britannia Industries,2025-03-05 00:00:00+05:30,2025-03-28 00:00:00+05:30,4501.013998295723,4873.03857421875,4873.03857421875,25,112525.34995739306,121591.61304115588,9066.263083762824,8.057084992133507,23,Take Profit,121591.61304115588,34.7318047643728
15,INDUSINDBK.NS,IndusInd Bank,2025-04-01 00:00:00+05:30,2025-04-02 00:00:00+05:30,646.8499755859375,702.4500122070312,702.4500122070312,187,120960.94543457031,131105.83318499755,10144.887750427239,8.386911754021275,1,Take Profit,131105.83318499755,26.341529649240954
16,INFY.NS,Infosys,2025-04-03 00:00:00+05:30,2025-04-07 00:00:00+05:30,1464.4451218569632,1420.5117682012542,1464.4451218569632,89,130335.61584526973,126168.78620669644,-4166.829638573283,-3.1970000000000076,4,Stop Loss,126168.78620669644,34.277635239305795
17,MandM.NS,MandM.NS,2025-04-08 00:00:00+05:30,2025-04-17 00:00:00+05:30,2434.441585315478,2658.044921875,2658.044921875,51,124156.52085108937,135300.5742037583,11144.053352668925,8.975809950437368,9,Take Profit,135300.5742037583,32.019034736590086
18,TATAMOTORS.NS,Tata Motors,2025-04-21 00:00:00+05:30,2025-05-07 00:00:00+05:30,614.9130684536163,674.500732421875,674.500732421875,220,135280.8750597956,148106.4900966199,12825.61503682431,9.480730392345002,16,Take Profit,148106.4900966199,31.805478689212094
19,ASIANPAINT.NS,Asian Paints,2025-05-08 00:00:00+05:30,2025-07-08 00:00:00+05:30,2272.5331429949797,2484.60009765625,2484.60009765625,65,147714.65429467367,161189.79268701392,13475.138392340246,9.122411352267665,61,Take Profit,161189.79268701392,26.388381371967412
20,AXISBANK.NS,Axis Bank,2025-07-09 00:00:00+05:30,2025-07-18 00:00:00+05:30,1158.5999755859375,1123.8419763183595,1173.800048828125,139,161045.3966064453,155896.7752769373,-5148.621329508023,-3.196999999999979,9,Stop Loss,155896.7752769373,30.349875385452407
21,BHARTIARTL.NS,Bharti Airtel,2025-07-21 00:00:00+05:30,2025-10-01 00:00:00+05:30,1892.5999755859375,1867.5999755859375,1962.4000244140625,82,155193.19799804688,152834.86160205078,-2358.336395996099,-1.5196132474992743,72,End of Period,152834.86160205078,26.831323142772746
